,A,L05,LIT7,LITall,AR7,ARall,X7,Xall,Xfull
2025-07-31,53731.62481838905,52912.10221542445,53803.947619610735,54552.50363930307,53523.55315974853,51473.510730088376,53732.60343831314,53851.47242481184,53835.704706192155
2025-08-01,24020.527486807427,24180.52828423632,24187.382184848735,24063.11418731801,24085.680866942686,23820.420353954723,24020.181924454137,24063.556348738788,24053.200850192545
2025-08-02,23731.303381002777,23561.910927765035,24188.591429621272,24463.156889524224,23747.559377805934,23560.994462078717,23729.915178578318,23742.357814796836,23730.39042650688
2025-08-03,46117.360112383656,46113.428937366494,47130.957103547145,47608.84964304236,45954.88706151924,48290.09876352283,46123.243957887156,46550.346672865264,46499.64133073745
2025-08-04,48270.56179295231,48971.9843512761,48440.314092715664,49333.79611093592,48278.24650090431,49363.39683384288,48271.65022035783,49689.39298713161,49628.9974752955
2025-08-05,46060.5919620115,46542.07411789127,46378.68779137293,47183.00790355509,46206.19608948402,47632.142986400286,46074.889216236035,46549.06376912261,46475.880560254474
2025-08-06,49124.1310266901,46540.86654629391,50209.109421628025,48104.37154605565,48839.948031658045,47822.760492109286,49132.484462972396,47958.59723530833,47901.588723866094
2025-08-07,46777.832336996675,46036.40314472844,46561.43987328052,45449.918147606455,46785.282882161184,45922.865378739494,46776.35263854716,46880.47752165303,46855.620292759275
2025-08-08,23383.000155370533,23521.2004696056,24086.25440075136,24457.734183506553,23362.437486516337,23593.416952930354,23380.925357482785,23415.58712459401,23407.384006672986
2025-08-09,22942.104717830058,22902.698406917334,23807.47152659806,24437.90314769232,22971.309341509885,23041.483651485774,22946.524537735666,22998.07890730378,22982.441240249696
2025-08-10,47620.327856514385,45576.61561883995,48141.67194866672,46549.12581675187,46983.61902731935,46358.02876725688,47620.539085170065,46844.29836135758,46776.91838487952
2025-08-11,46793.4114119989,45912.280786376854,46430.00647281125,46318.959019425674,46615.49727533004,46203.279284206896,46790.548869284205,46603.348549047485,46651.44871017424
2025-08-12,47806.63022268599,47316.052602336844,47701.519998274736,47765.19169128061,47910.20402836349,47848.983408763626,47806.845992871604,47795.24627353274,47783.34056221421
2025-08-13,47316.49291829234,45072.10864573329,47064.60613404949,46339.91557578216,47376.90992748156,47572.63449699625,47317.17623214386,46450.40062262638,46630.357404153794
2025-08-14,46528.016277871924,46460.468770329724,47083.27020026066,47204.23594493764,46722.36538652143,46806.69702345766,46541.61637161631,46656.229261746616,46749.664606573984
2025-08-15,24365.9387671481,24207.56016564609,25422.122091893645,25561.69866684275,24255.74005822939,24177.78797499625,24373.330320021843,24407.637036957956,24387.46988800161
2025-08-16,24762.387866495126,23885.847079602932,25220.812235389887,24832.594459543106,24508.34307061367,23587.02015886566,24760.257743864306,24682.767531677007,24664.069849177566
2025-08-17,46324.965459949366,45224.60957403724,45945.25707095575,45793.4594336637,46144.35002570828,45039.03457099802,46322.502317576815,46612.5126618524,46589.744921841426
2025-08-18,44523.41532443818,44183.73974757746,44234.776258671634,46689.84278263076,44629.39679570305,47239.750618016806,44520.59160334664,47256.245982709195,47192.80045842804
2025-08-19,46005.862417220684,45599.96971852913,45654.52889992027,46767.6778858281,46099.19941203938,47212.8338036694,46004.74688020281,46711.38043664223,46631.86653335755
2025-08-20,56519.67087345347,55582.54455886882,56311.83264697205,56807.500412639856,56507.16213150932,55065.642640922524,56523.121626119915,56838.73916689534,56737.681960962815
2025-08-21,46793.7185449197,46903.219624334895,46578.54270759618,47714.88047786294,46967.83988875182,47736.89470084163,46792.92341710367,46992.91100579169,46951.57299871414
2025-08-22,26042.731221058522,25806.25806048206,26547.815167276058,26933.35274128073,25965.863235501685,25724.76401808111,26041.401339500484,26058.062921951292,26037.521452365647
2025-08-23,24461.91999657719,24174.401764902832,24902.16251383321,25348.83822466724,24327.52437992185,23974.56754600846,24459.910888634735,24391.780061576406,24412.830614089362
2025-08-24,44791.187709000005,45288.05978297696,45427.17188468887,46490.91222619573,44718.8337105847,46581.22371063375,44788.470890278804,45397.6376672258,45384.07895072071
2025-08-25,56430.807327315735,53358.34600788902,55957.61320928683,53653.4770935186,56330.55831906371,52418.21636940929,56427.05567618369,55330.60588752274,55309.39441597224
2025-08-26,45665.62079209282,46067.79249119841,47709.90068163144,46885.654744322266,45840.036800476795,46692.224330559606,45666.78296111221,45603.4367942609,45597.183480532745
2025-08-27,52729.27954777891,50172.01378667928,52922.221972333326,51503.57141529322,52744.07329047682,49595.450591997535,52729.64713611302,50706.257787680566,50823.43145487969
2025-08-28,50454.35495740234,49785.533399644584,50678.83624738634,54579.146018432475,50390.95382535051,53831.40671901325,50455.41551611744,49964.95937302165,49839.78620237902
2025-08-29,24111.559368715072,24029.236364562377,25654.571794221163,26604.190412464926,24571.813143764855,24502.802672838465,24106.851150714916,24086.625483294738,24068.05514167148
2025-08-30,24546.413678125344,24492.851425052682,25150.462806084113,25981.3747634151,24712.44906857347,24709.191112044773,24544.638987045008,24480.138262718887,24461.81746001346
2025-08-31,52650.2018657146,52478.424645650666,53414.22163924792,53388.00290507685,52810.36240123183,52431.764756534394,52661.51280515097,52757.09089053744,52687.55403702996
2025-09-01,39630.955821522264,38386.24739429531,39289.79869901716,40795.68112486931,39627.775165366176,38548.99723445696,39628.61517036757,39508.87596186885,39484.566923690996
2025-09-02,40393.06083252977,39127.419623266665,41962.83504504816,42726.0027106264,40503.43926729031,39743.92034041615,40396.17151086782,39822.24960890959,39921.88093976078
2025-09-03,40757.5238468565,40658.36108947481,40368.558851338574,43610.18924301036,41036.608208363956,41529.94162580459,40756.07271057839,40928.5188762487,40914.33353046567
2025-09-04,39756.8136942985,40198.51337687565,40419.19696191925,43137.37581141472,39726.844759390515,40705.82588325823,39754.410891637,40199.06725741942,40186.24016699984
2025-09-05,19497.288609248706,19660.476913571583,20369.89758834394,19699.11239428391,19412.36695655768,19491.519351017334,19500.606291963486,19462.917737562948,19447.458489690143
2025-09-06,18611.966285302,19174.32501368152,19923.187333565562,20176.118102797205,18708.282351366055,18344.21677699028,18619.85475265375,18595.893935935088,18578.154216444887
2025-09-07,40256.79504193238,39446.803860007785,40842.53334798668,42616.93651813229,39444.62202614715,39430.47701185673,40257.51605423147,38303.15128909502,38213.602638352924
2025-09-08,42337.27081066707,42756.67327612017,42040.371945010746,45814.785618331356,42358.14218406498,41668.26469697851,42336.26818256763,42025.958867156274,42132.82335866608
2025-09-09,41369.207668341674,40124.084744930115,42648.800804377344,43512.83233012176,41328.66757856193,41430.60041632423,41366.72666799951,40288.26944654553,40449.0664587598
2025-09-10,47222.1498224818,45626.35724219557,47615.2532520922,49134.63789683263,47114.71512188292,46842.08007478289,47218.29724098257,47204.90575037416,47264.90555102711
2025-09-11,41083.20912149765,41560.44331422936,40818.255071111285,42877.06298455833,41210.218824245385,40963.63516354871,41082.57519248744,40921.286736403614,40885.27559837064
2025-09-12,17779.302589655992,17715.125227788754,19418.568701429784,20415.49638462822,18296.359066756177,18314.252830238453,17774.734838758133,17758.198862529254,17765.45361413426
2025-09-13,19476.62744508225,19934.606223512452,21054.88142875406,22582.43834154393,19459.60626315884,19690.105795495194,19472.578116549903,19464.662537009146,19482.66187956398
2025-09-14,43836.065796509494,42088.67063562177,43192.21827488074,47171.171453761475,43786.70374952928,42538.8423976414,43830.65420176066,43669.23089548705,43488.0981726252
2025-09-15,41636.77228515507,40247.23803036924,43340.891044733056,45316.83152499247,41816.61904534747,41902.75584185525,41664.74375185729,40885.273239486785,41017.655047754415
2025-09-16,44095.7599743558,43345.6283743693,43632.12642757922,47252.696645829055,44083.9588446701,42693.65675719573,44089.34398488427,43703.17118426333,43691.651764399365
2025-09-17,47053.90868522409,46616.57196705527,46811.05147579683,48965.947712937166,47052.15296804791,48307.52517396264,47048.74795099303,47605.445105204635,47466.325228637186
2025-09-18,44608.94293988508,42598.94463491829,45623.264874669985,48579.29788940827,44510.80386036755,41559.65835786631,44633.72904689123,44293.12607640552,44433.241202807716
2025-09-19,19397.89233546146,19382.84074334888,20845.888581566585,22026.44307811385,19349.956481878526,19217.247548981482,19411.4463229204,19317.2200306583,19305.939070610493
2025-09-20,20275.645708428223,20336.123007598086,21794.547056052095,22268.46429079354,20543.567985226047,20346.519887172104,20296.618989804276,20192.684004269802,20180.1854360556
2025-09-21,41355.94449678392,41430.93030906938,41220.920723771094,45622.067138286126,41304.434347556096,41736.290496221336,41344.99326716906,41427.74990795133,41420.745723142136
2025-09-22,49373.29985361528,47626.59966793208,48937.37500885519,48639.870662165595,49394.97860077015,47055.565696075,49368.872890500264,48594.84665765673,48516.51143510767
2025-09-23,45375.48881671298,43948.066658556025,45722.71133121531,49327.59598218453,45318.40079389697,44501.20061939508,45369.782412903485,45529.460601856605,45322.8971097206
2025-09-24,43649.57169898418,44704.91911617688,45172.75543747682,49760.212009153685,43648.179166688344,48858.334465093416,43649.25563282325,45737.55601077539,45597.894137353775
2025-09-25,44461.38412435751,43511.065354294566,44918.839407082625,49097.37490713964,44449.56961507338,44915.046036580214,44463.28896860361,44116.47521493387,44328.24725783704
2025-09-26,20058.488420242295,19915.596611021265,21735.370975921902,22703.794507386752,20039.5355443482,19720.037003102603,20052.17192853324,19897.17361108335,19881.95994744388
2025-09-27,20841.99057224833,20868.240661367825,22594.041068541694,23308.64488767243,20980.6620313026,20951.140463331485,20835.41109762825,20846.606311292984,20859.233070431106
2025-09-28,47433.60900157305,45346.083556338184,48038.80842393454,52272.02330629975,47407.959870399915,46559.142215388245,47439.69452280518,47290.58554446907,47432.29001633365
2025-09-29,53055.72403132108,53124.20360250303,52426.60508138784,53012.472435675154,53049.03864150681,54518.85373724556,53049.269835695166,52988.318058336634,52891.14236132798
2025-09-30,50369.02267158622,47838.64450674998,51358.45873478317,52567.96609195346,50450.49316289234,48408.71376894615,50376.292299800654,48385.96989543022,48331.86390704953
2025-10-01,37303.32351985841,37918.71459012164,37167.1837211151,40712.347746514504,37387.44893659609,38892.14676854505,37299.588179107406,37458.74796297585,37426.933429918834
2025-10-02,41377.80680351573,41233.2223724094,40796.56572268845,41453.2495411506,41336.550554299596,39360.89719072832,41372.082834985806,41020.07367914626,40971.344435943414
2025-10-03,16466.066153069998,16266.656882877638,18334.40332281118,19419.429579022944,16496.553922735606,16477.81723601812,16460.055002729987,16507.039146598083,16518.53658314597
2025-10-04,18091.435248141344,17770.209396561997,19687.64331676376,21024.47186722678,18027.601335995776,18118.96538428738,18083.71203991222,18041.45399948708,18032.66724107667
2025-10-05,41795.40874014799,40681.94966130942,41144.97318704956,41504.45018640035,41748.509309289424,40452.1432919121,41788.25924210014,41705.83277835304,41670.66276426007
2025-10-06,42655.89143089446,43621.20964832873,43114.91923398613,46628.83438889651,42717.65263782492,42511.40075396751,42672.19653142636,44237.186936323735,44281.095960033446
2025-10-07,41316.27787542803,41189.82887524071,42077.34630670809,45150.210161989664,41487.48335288562,41279.911865532245,41355.18172702475,41135.120535410344,41235.08443647102
2025-10-08,42850.95043172211,44994.21111253889,43407.00419177665,45814.87361951388,42800.438110996285,44212.49190899254,42842.25219347484,43096.2985959127,43061.361647407044
2025-10-09,46445.027989388924,45203.75003807523,45683.55595174305,46039.640523375245,46406.67513169421,43675.454581292026,46436.529752801405,46056.43149865355,46009.62363877866
2025-10-10,18626.97446718083,18374.061038176078,20504.51889518233,21176.14579948858,18571.664469212585,18500.280048561177,18617.36093749717,18540.30766099804,18529.35022242851
2025-10-11,17949.471127462566,17933.162776184538,19787.570201846553,21196.620074527953,17988.85625708852,18319.56852954978,17939.100226073126,17867.964086249565,17863.869148970858
2025-10-12,44649.48396392892,41191.80789920295,46764.917362414264,50053.35431666394,44603.606732828215,44505.80453179551,44640.20228464667,44549.52832528051,44433.80712041492
2025-10-13,46973.17947444804,46633.198807520406,47175.245401775974,47071.743939108674,46897.348147927536,46679.08354962421,46980.150118463964,46829.62814265991,46776.58570949692
2025-10-14,52146.284344435684,50775.89014453466,52776.96824123045,51298.535774231554,52197.27908495752,48355.626770371804,52154.58478623832,51378.111433294034,51293.48518740923
2025-10-15,51535.75380388633,49208.54071820398,51795.74874347328,50890.7409808065,51471.17256892205,45597.28772629358,51526.21479042963,50483.43362641538,50410.92587586698
2025-10-16,46163.61159090747,45843.40244669186,46868.56404179025,51479.2824194809,46215.14706195798,46840.60625507908,46173.46041552983,45538.66595539599,45755.40734486663
2025-10-17,18898.507449012424,18165.811823147866,20410.098770813813,21509.14065391401,18693.663303727233,18152.458399382926,18936.763931355035,18997.1488246211,19009.557543838477
2025-10-18,19087.23276936498,18576.97640337028,20631.053152285265,21433.185864105835,18980.805544090163,18425.006580824807,19124.763820132226,18968.366318203545,18953.42542339869
2025-10-19,47141.70784569677,46449.747580216645,48279.509345147184,51879.580480258315,47091.6203113201,48280.898780800475,47132.46290572659,46127.8958743275,45935.41969190293
2025-10-20,47529.036835812694,46146.98810456497,47100.42288521296,52775.53696139251,47450.07146478475,46742.45730349999,47518.995181130515,45606.843478089846,45384.1023601991
2025-10-21,48532.11636827418,46133.5885955442,49302.398428387314,53585.54079367951,48624.52402825378,46186.44780222424,48542.172172779734,46774.85673851912,46722.165279643894
2025-10-22,47171.893385775365,48909.37298732564,47706.93306836322,52566.41131914023,47161.94842622942,50319.44065502271,47160.991628815005,47339.00828248786,47431.609351451974
2025-10-23,53214.969780417574,50472.797177685294,52245.35006630614,51279.95736065848,53130.32691401095,48660.511642319005,53203.24309189851,50981.78472171601,50992.16381463503
2025-10-24,19087.952763803114,18832.92936907329,20873.065447626235,23173.13735392762,19107.522490631156,19524.849856814988,19137.64237268125,19337.995167965644,19350.87240568197
2025-10-25,19027.231888957496,20243.411989508262,20654.78010751748,23048.438048320102,19020.417894517144,19232.68582703927,19015.000106312644,19115.340402698475,19131.40881999242
2025-10-26,50648.14997236804,49991.70151610632,49769.45571673399,52033.54901249229,50582.89259565393,48887.69707081592,50636.61014696532,50515.2294894645,50559.63465189026
2025-10-27,46710.0875417502,45856.814927364685,47041.52830764772,52075.32431514577,46717.42884510812,46683.756563515955,46711.56664071689,46785.96256679171,46827.41231472373
2025-10-28,48329.966492192805,46990.70688350818,48903.95117505324,53629.971715201515,48322.98014221918,45501.11870881133,48327.78347111515,48055.08037057836,48194.20032499786
2025-10-29,48408.0381786789,48144.88693760266,49171.93340001757,55750.826735920244,48434.64377594657,49208.50787193499,48415.608460090545,48448.801373013455,48476.21341595876
2025-10-30,48399.97506143024,50257.611074737724,49224.89367773323,52302.469882050274,48356.80692455947,50353.66055769301,48387.43792740516,49247.50328973881,49137.357363334064
2025-10-31,19688.717819724185,19495.55344759571,21339.394374100517,25285.0779752397,19821.59089561352,21355.873022994878,19672.195665920473,19592.80737417083,19584.65690612383
2025-11-01,19140.726855330155,18512.32710362133,20752.684909136267,23957.00946192703,19132.152135089407,19642.238579178247,19129.191676507824,20330.48547369818,20414.78413958761
2025-11-02,47870.82512835871,48177.1305138145,48640.87484871681,55949.83396611021,47913.09062995582,49005.79571997062,47881.83342634255,48228.976780827856,48300.69072976538
2025-11-03,49756.81941601742,48937.24823500425,49023.36296044975,55125.043701393384,49736.11782130975,48255.431296459865,49742.756321961686,48130.38686397175,48163.43652925944
2025-11-04,48788.101985426874,47955.919808568906,49577.96420266571,54714.47646535556,48774.537445808375,48987.80826231191,48764.90394251353,49261.41887496906,49352.14258782902
2025-11-05,52866.756201076576,50954.174894697426,52694.980648182405,54964.83461403643,52816.446418606836,49873.754822082614,52839.3354167836,50209.13074633798,50196.79163674008
2025-11-06,49720.36217420656,49385.428077495686,50518.62182129326,57506.17007970661,49778.05999697872,50936.78301487243,49734.471005341446,50439.05265091191,50476.32847237871
2025-11-07,19741.890966902152,19517.545416580484,20890.364535264343,23821.47536790785,19680.153266843132,19576.531412217897,19724.42439343193,19767.04861782962,19778.233221604383
2025-11-08,19100.204700845075,19516.204690301794,20046.70532031186,24303.205300351903,19100.690265435635,19836.31477971931,19083.367817952185,19852.94216159361,19912.150368601997
2025-11-09,50383.288925208755,49644.08575128355,50699.37073186004,57432.703192751746,50338.73769142844,51153.71627850316,50370.371733881,50446.07540218999,50469.487072954915
2025-11-10,51821.4789104975,51852.76806284959,52609.63950508378,61132.18316944956,51852.68538902383,53318.62369732237,51830.487366332796,52746.272152996884,52768.01764427968
2025-11-11,50481.871223595714,50095.36054429468,49691.100509388576,57866.834864373384,50448.20638142279,49499.21097373286,50467.76503703748,50142.84382727028,50171.634201028304
2025-11-12,52658.17714017028,52076.277287073404,53432.7262879564,59759.772008019485,52677.703097170524,51785.295723854775,52669.98711835883,52667.22146006416,52696.148693975265
2025-11-13,52402.7476198328,51243.708432233485,51810.20458545224,58380.731353814794,52369.7543663479,50897.31799730938,52376.74156630537,52131.45906457333,52035.70180505299
2025-11-14,20752.451846139807,19868.553818100012,22225.785510720165,27874.0524268116,20892.584146163623,22211.646068559072,20755.44991145688,22202.249465544934,22281.587388253047
2025-11-15,20491.038562394537,19992.061634519396,20590.20801160815,27386.610345593126,20452.655906608594,22271.611590565193,20473.46253310083,20364.23183870696,20390.332751647813
2025-11-16,53021.17242999974,53560.72607420219,53780.11323067628,61280.35880565172,53027.39477928415,53240.26206139043,53033.007732161626,53946.54197975684,53983.9466910954
2025-11-17,53028.15005108215,51808.77615502822,53816.772952490035,60528.897606932114,53063.28221686299,52127.94605669761,53040.129613952115,53646.39641803264,53751.142810598605
2025-11-18,53906.45727834036,53395.69748446216,54670.92110658782,59201.08024090156,53906.08403681595,53545.951768326435,53921.61703765591,53984.160729438634,53916.547064211074
2025-11-19,54504.87022418007,53985.37937167718,55267.67555365373,62309.24631757397,54525.17144480668,55322.53380757419,54517.353369063,55307.738796482176,55337.74076017329
2025-11-20,52740.18581331121,51852.705430907045,53475.56255708142,60348.888344708095,52752.39165325464,52606.397770868985,52748.52761474225,53511.11192253692,53541.38224076982
2025-11-21,21044.724874421463,20277.10574477775,22295.054518077897,26855.152997026133,21083.986547695993,20908.669687070702,21061.034416375387,22181.80664215088,22271.715410433702
2025-11-22,21272.759289936497,20637.48881370718,21004.193413007433,28192.889713116547,21233.74912817015,21014.82430396808,21255.829564633215,21072.22729578148,21082.620920194142
2025-11-23,53340.5391163851,53827.275108974274,54098.403816084145,60483.24580430731,53358.29770214432,53387.73907352843,53352.76708704224,54232.552959556284,54264.99417974486
2025-11-24,51654.18523621618,51360.13884205068,52486.24422907786,58410.63181437343,51669.21228403424,51785.87450194808,51667.96432044256,52528.2715326776,52563.57044276928
2025-11-25,54453.20469123036,53067.341467604274,54205.146201154836,61248.61330398676,54430.04170441106,54065.75615482318,54440.58042060178,52406.03473455524,52411.28446504075
2025-11-26,54588.44498676201,54143.375854023405,55337.71424934338,62972.5980194546,54608.91487474432,54836.967912876105,54599.93489192703,54840.781268401064,54851.65898801026
2025-11-27,54922.796252026565,54782.29041320094,55654.40458069834,62126.39328895424,54929.157590728864,54351.46261141557,54927.68414884834,55511.19767094233,55533.86672316268
2025-11-28,21108.46562254853,20988.902453125414,22194.17205218852,28446.450010838325,21081.76444705085,21045.319729399678,21092.315053261256,22112.97935300206,22184.468737039897
2025-11-29,22465.21708127534,21670.278239201176,21755.257825084358,31411.346134710948,22451.824541085083,23501.84937106398,22456.439790724802,22188.088227272157,22192.50692147645
2025-11-30,55365.670478186854,55957.68379628891,56032.08346236825,64280.62534494668,55379.19780099434,56371.06171100703,55376.27753047091,57047.49080858458,57068.52940769012
2025-12-01,60216.063258621696,59779.640144971454,60092.622322308176,68683.88157488948,60193.41799767586,61184.94375527931,60203.995090881814,60435.73775990585,60433.303045153865
2025-12-02,62161.02391871234,61750.973773316095,62672.80198178382,70896.92008451319,62146.91014716888,63219.65295695731,62150.80464327905,62399.40321667442,62403.68522973913
2025-12-03,62033.52550587486,61156.89831899004,62708.51881342384,69120.07860852798,62018.02632539111,60875.6660227307,62022.30138489281,63022.7508060635,63062.13913580624
2025-12-04,61309.28063072074,60935.20702250341,62015.873163095996,68211.8726951823,61317.54715428743,60604.1755586268,61310.162044964825,60290.82292380501,60364.713790964444
2025-12-05,25927.972645801776,25755.880772503395,26435.137166990105,37524.71172460327,25943.193375646828,27508.0478791819,25937.670866666558,27774.81175061263,27796.791411824655
2025-12-06,26873.076460179087,26087.595323914855,27174.316731218343,37722.02808491491,26857.14124367345,28153.942530846085,26862.159381082743,28573.806338463975,28599.87540765277
2025-12-07,61625.256759001124,60366.19481799722,61539.75641400546,68942.86365510269,61520.00039471619,61739.18716990238,61546.71970770569,60880.01942179711,60879.91519871867
2025-12-08,62371.56169041377,61137.4984445426,62496.81634407702,70607.27448610285,62361.805460458214,63884.56987282627,62364.66959929746,62752.62677074681,62758.13614209869
2025-12-09,61330.83805907522,60664.09520928335,61249.29622043892,69351.69495532935,61315.689436590306,61072.3773324982,61320.15110314402,61332.27427605092,61347.47119925235
2025-12-10,61128.90935118329,60225.49737177951,61808.531278999406,68786.9875265063,61144.05821740364,61507.29212718129,61139.784558360116,62074.74144028615,62085.381846729506
2025-12-11,60213.946754866716,60193.18531261201,60832.584094406964,67525.11160387268,60201.43481782224,60928.87325227804,60204.75557653079,60166.06201444984,60181.14969866257
2025-12-12,28225.80895499877,27479.944812846625,28710.28591572315,39874.40842454228,28237.888964647842,30840.98750531956,28235.18795342717,31047.49100117543,31101.823325625253
2025-12-13,27629.10715599974,28461.47094723563,27822.55863416683,39188.43057969349,27615.47796148043,29031.32245237362,27618.522558764987,30059.884923423215,30098.42528587669
2025-12-14,62267.56499785891,62236.72198827832,62917.86268965514,69385.28569974413,62281.70057435141,61726.36432410823,62278.545704741504,63569.345700070575,63597.7667953088
2025-12-15,62552.502065815694,61475.882552485484,63195.30708983467,69996.09352088327,62566.49355559505,62680.350028387336,62563.37360641823,63823.30296607226,63850.58864551244
2025-12-16,61821.26785493748,62115.10588842582,62431.105021090814,70303.54079350978,61819.19157222769,63024.676852597084,61816.760557386806,63103.05772972351,63117.860252068465
2025-12-17,61226.04985367674,60804.84048026598,60808.403841296305,68593.9217590132,61146.25822905106,60980.85198264341,61171.10457956055,61045.72494111294,61067.275666975904
2025-12-18,60924.35280732084,60471.2554894432,61545.12716226123,68350.58429780207,60937.9291384548,62042.723822378706,60934.909495414904,62263.17853034992,62290.44386470325
2025-12-19,27405.709842683158,26795.666304014143,27793.498402767957,37075.6879711416,27416.961681745044,28781.71521254863,27414.46110536099,29010.282705578316,29026.47784552733
2025-12-20,26107.877220212835,26289.711638978504,27508.245000098814,36096.491698425976,26095.614807468308,26879.664447335475,26098.337774868123,27179.219018009433,27193.643150829106
2025-12-21,61340.6161877949,61124.22280110859,61497.40885229753,69070.11605758853,61329.94189906093,62307.619985474106,61332.31033504504,62340.81957272918,62366.48277740507
2025-12-22,61204.278235052894,60750.49628434842,61788.408862870645,68912.52752561502,61210.7525252661,62600.75069664299,61208.29836370464,62819.18798148306,62842.04751397672
2025-12-23,60277.26397739653,60407.26750493982,60124.80474772854,67484.0416399679,60265.21149678179,60864.85916380335,60267.81581398328,60491.03652813594,60512.27473406129
2025-12-24,60041.68865751504,60557.3189995147,60618.56946272208,69225.12385020267,60052.86552146048,62946.60479681957,60050.05753330127,62587.919345022114,62601.17131514967
2025-12-25,61464.92341844189,61283.42530823932,62036.788460461845,68075.40579744046,61477.62065401091,61437.84786397707,61474.811883080714,62627.93562749313,62655.15495322354
2025-12-26,26741.013434370576,26580.01789685706,27410.115181387388,35313.52423504377,26749.965053463136,28239.01329313326,26748.02318736958,27620.211157830574,27620.820842525864
2025-12-27,25446.16489989653,25583.81544180824,25849.641553297544,35921.91756170366,25455.513999772927,27932.185343798486,25453.44884395039,28043.850055212886,28020.58428254881
2025-12-28,59955.58495988504,59842.24652347491,60480.23104375805,66541.79678706838,59951.42197670767,60073.899222234984,59949.41552889942,60605.93735420243,60612.09100614836
2025-12-29,60988.50385800002,60298.23456353429,61533.903160064474,67623.98290912666,61000.7480441862,62032.09139346443,60998.04713632604,62447.17913013286,62459.3374069744
2025-12-30,60777.77803705442,61174.76384659068,61316.72141559408,67020.53174385481,60789.91396786615,60935.284422753655,60787.23875177351,61138.26556701393,61148.02877665169
2025-12-31,61579.39812066221,60606.46027243208,62059.98332201432,68190.55752191997,61581.57449825207,61870.232845875755,61580.88503502143,62139.549793790415,62157.64270340243
