日期,计划购电量/kWh,计划购电费/元,紧急购电量/kWh,紧急购电费/元,弃电量/kWh,日初储电量/kWh,日末储电量/kWh,日末规划目标/kWh
2025-03-20,63190.79740898765,39202.54527343955,166.40897682001616,1160.8690222963803,1540.0857480323234,8550.0,4547.802796296297,4547.802796296297
2025-03-21,29852.806034176956,15315.297065109102,50.02841666667773,305.82371108337594,14998.882884108873,4547.802796296297,4478.254863333334,4478.254863333334
2025-03-22,35022.861085879835,17585.933537155317,1.2724932219043694e-11,4.3107842184753053e-11,11773.033539850658,4478.254863333334,8550.0,8550.0
2025-03-23,66087.67616403868,40003.97124463494,1.84332549224564e-11,6.247525030644851e-11,3277.792201787993,8550.0,8550.0,8550.0
2025-03-24,67709.23273951604,40841.428236037915,1.7454981904307942e-11,5.924811452562295e-11,5741.090230010388,8550.0,8550.0,8550.0
2025-03-25,65356.69150589546,39279.04739306871,269.8588061880211,1882.5350319675692,527.4819062067139,8550.0,8550.0,8550.0
2025-03-26,67722.85178898767,40869.386491682395,1.269384597435419e-11,4.3474763788964315e-11,8287.772441275523,8550.0,8550.0,8550.0
2025-03-27,63254.8425420963,39103.290888828844,1.5123458041443882e-11,5.4478383804124064e-11,5174.151747690136,8550.0,4450.051887925927,4450.051887925927
2025-03-28,29419.92776173087,14988.67332824467,8.871126055964851e-12,2.8896659287624967e-11,15884.43623878675,4450.051887925927,4301.806576592593,4301.806576592593
2025-03-29,34925.51305671605,17466.725983067387,1.2143175354140112e-11,4.8880475667090196e-11,19715.738708648525,4301.806576592593,8550.0,8550.0
2025-03-30,65498.13570534074,39502.73574362424,1.637978641610971e-11,5.42161400218788e-11,6262.195008127705,8550.0,8550.0,8550.0
2025-03-31,60493.65482513332,36572.32566442028,866.1047532126878,6001.685111067899,670.7645744182905,8550.0,8550.0,8550.0
2025-04-01,65473.98434667407,39326.99285134692,1.5494272531668685e-11,5.123065838219531e-11,1419.6753085583764,8550.0,8550.0,8550.0
2025-04-02,67838.00039204361,40637.53449980426,631.4134450320184,3068.338286721932,3920.208218250311,8550.0,8550.0,8550.0
2025-04-03,64019.86839926419,39254.41220807843,1.3220091688026514e-11,4.482958471108134e-11,8893.168991979568,8550.0,4392.59219762963,4392.59219762963
2025-04-04,29486.208939171192,14939.096013011604,1.0544787265587274e-11,4.098209260838815e-11,20341.440010227238,4392.59219762963,4339.0127040740745,4339.0127040740745
2025-04-05,34270.879818832924,16975.57462893225,1.141842176366481e-11,3.866569686650224e-11,14864.816704166584,4339.0127040740745,8550.0,8550.0
2025-04-06,66565.78279335145,39994.146326668015,8.50919334993705e-12,2.7047412531899796e-11,8459.648765141335,8550.0,8550.0,8550.0
2025-04-07,66397.35040842634,39767.290853410756,1.5867973601757512e-11,6.22232384506205e-11,9504.817442829415,8550.0,8550.0,8550.0
2025-04-08,66570.54799899917,39936.53910222001,1.693678530756415e-11,5.303940653345052e-11,8351.828936212518,8550.0,8550.0,8550.0
2025-04-09,66315.71319376462,39837.25310416435,1.2152057138337113e-11,4.159109279200379e-11,3321.831293046283,8550.0,8550.0,8550.0
2025-04-10,62618.36509282798,38432.27421736221,1.722677556159624e-11,5.904398747702544e-11,9151.87732546233,8550.0,4236.450267703704,4236.450267703704
2025-04-11,28985.625079161317,14672.719211765092,1.0214273871156365e-11,3.4931238235280655e-11,21075.31902621471,4236.450267703704,4161.670072296296,4161.670072296296
2025-04-12,34283.16422646749,17011.21771507009,9.268363854175732e-12,3.575372475861372e-11,17838.544999773607,4161.670072296296,8550.0,8550.0
2025-04-13,65415.74196928971,39071.88543068807,1.481481604059809e-11,4.2652406051502115e-11,7385.41667524681,8550.0,8550.0,8550.0
2025-04-14,65669.10692850288,39082.37366735436,44.14581960001381,300.9626690691167,9485.887455746873,8550.0,8550.0,8550.0
2025-04-15,66378.9791151852,39864.49059835177,1.2152501227546963e-11,4.0600759643183435e-11,12785.537073542993,8550.0,8550.0,8550.0
2025-04-16,62867.513529418924,37501.83741281802,1.4019896354966477e-11,4.5117595437460525e-11,3261.361725215917,8550.0,8550.0,8550.0
2025-04-17,59264.31824267325,36204.271908698385,1.2168155372194178e-11,4.251550972389495e-11,7808.187360725973,8550.0,3879.937608740742,3879.937608740742
2025-04-18,27987.65577547325,14083.145401700043,9.043432669386675e-12,3.960508809797147e-11,19414.184277245724,3879.937608740742,3507.1809663703707,3507.1809663703707
2025-04-19,33965.106950383546,16678.03545936336,4.617639604020951e-12,1.9140900864300647e-11,19015.919273184452,3507.1809663703707,8550.0,8550.0
2025-04-20,63088.47692364691,37547.19449386956,1.5400680730692784e-11,5.058259039403268e-11,7292.506435064841,8550.0,8550.0,8550.0
2025-04-21,63353.91813825514,37675.68696313012,1.4075851595407585e-11,4.53291326696359e-11,11344.968696646782,8550.0,8550.0,8550.0
2025-04-22,62123.13580135555,37160.27184672117,1.8017032310524428e-11,6.659141310594308e-11,6277.22085637925,8550.0,8550.0,8550.0
2025-04-23,62436.67886077531,37071.14121033134,1.3414158672730991e-11,4.762415972692225e-11,7401.983256387322,8550.0,8550.0,8550.0
2025-04-24,54663.70733603046,33488.85955472311,1.6638600219831545e-11,6.211096087449519e-11,9887.840152013545,8550.0,3258.112041851852,3258.112041851852
2025-04-25,26638.939179252673,13127.237233372016,8.631317882645817e-12,3.9463563084041195e-11,22488.84001749436,3258.112041851852,2963.8907915555556,2963.8907915555556
2025-04-26,32693.529348107,15630.447966144544,1.0306422382200253e-11,4.329279335024694e-11,23961.848525910853,2963.8907915555556,8550.0,8550.0
2025-04-27,56338.12236451935,33653.08755173654,1.749067557454964e-11,6.606170621648034e-11,3865.5163599749594,8550.0,8550.0,8550.0
2025-04-28,61099.34742644198,36546.53446172466,84.8417289646852,451.00186871905004,810.1778046116201,8550.0,8550.0,8550.0
2025-04-29,65183.47701657532,38983.09492209606,1.4428902517238384e-11,5.318643903073906e-11,14450.941772636865,8550.0,8550.0,8550.0
2025-04-30,65647.80146251852,39011.10791481685,1.3822359923310046e-11,4.549751637938915e-11,14027.499169765691,8550.0,8550.0,8550.0
2025-05-01,58020.81047543622,35577.8929968819,2159.5277255033475,9949.809657738911,10851.652503720186,8550.0,3651.5690696296297,3651.5690696296297
2025-05-02,27693.4198174502,13800.589130567558,2256.264826487231,10482.595798454704,12872.634333853508,3651.5690696296297,3805.695336962962,3805.695336962962
2025-05-03,38518.325210931696,19976.811388844762,163.03333605534104,689.858376793889,22097.562648118528,3805.695336962962,8550.0,8550.0
2025-05-04,63222.545509460906,37509.843377898105,1752.797937647755,9000.964226217258,9918.864359750642,8550.0,8550.0,8550.0
2025-05-05,62311.27591084858,36853.016980357956,1598.5619642403365,8164.423339011105,4910.04224446998,8550.0,8550.0,8550.0
2025-05-06,63587.34915284198,37811.75209502419,1934.7180538600928,8930.846181684721,8913.407898997553,8550.0,8550.0,8550.0
2025-05-07,62958.86312832923,37431.88265136222,1879.027848656277,10009.686653887673,6133.647961052695,8550.0,8550.0,8550.0
2025-05-08,61999.342770738294,38496.61458764208,230.24741429467892,1531.2802977526549,6690.831837709091,8550.0,5007.141720518519,5007.141720518519
2025-05-09,34526.034719723466,19170.97014941465,1.2959411321844527e-11,5.4315185682440864e-11,23638.214167567632,5007.141720518519,4808.540340222224,4808.540340222224
2025-05-10,34746.44980646667,18156.076149439396,9.461542660460509e-12,3.6030394334751747e-11,15893.630478889605,4808.540340222224,8550.0,8550.0
2025-05-11,68156.00618331277,41404.70578822328,53.682781743349636,364.5754454332021,9177.22532181653,8550.0,8550.0,8550.0
2025-05-12,66456.2337888066,40112.97168502255,1.5985435197762854e-11,5.505612143963389e-11,11288.193749528045,8550.0,8550.0,8550.0
2025-05-13,64511.42881051439,39225.80029136634,12.099987333347471,84.40951163737282,7835.803946371292,8550.0,8550.0,8550.0
2025-05-14,65816.30365441975,39906.78610989543,1.631628165910115e-11,4.9799249390858334e-11,9305.851630256067,8550.0,8550.0,8550.0
2025-05-15,59120.86498741976,36964.60512562598,1.3103296225835948e-11,4.634286288052181e-11,8312.985995527755,8550.0,3488.5207707407408,3488.5207707407408
2025-05-16,28170.30398974074,14972.11263700973,19.38872737667552,41.453099131352644,23569.88881518108,3488.5207707407408,3084.9685266666665,3084.9685266666665
2025-05-17,34920.4442869177,17780.274680315477,1.1591089199569637e-11,4.91036090399799e-11,15962.481032711083,3084.9685266666665,8550.0,8550.0
2025-05-18,61628.19892019288,37726.0774832555,5.2366666666837345,35.31869833338769,4311.228048778617,8550.0,8550.0,8550.0
2025-05-19,63473.320720345684,38252.065476147785,88.6467751766764,498.1776603277489,12698.933342493841,8550.0,8550.0,8550.0
2025-05-20,60181.802489193404,36575.93579840567,38.913985345700894,83.19810066913502,2197.509519160506,8550.0,8550.0,8550.0
2025-05-21,59643.71552506996,36318.43300146677,1.7283757758335128e-11,5.8176825412648014e-11,4841.320737346067,8550.0,8550.0,8550.0
2025-05-22,54924.35105236215,34413.46832189153,39.039777576680066,271.74653337486984,7666.902437070719,8550.0,2274.121761851852,2274.121761851852
2025-05-23,28363.509619724282,14923.889980730299,8.758327396662935e-12,3.910825396857831e-11,19285.163157158408,2274.121761851852,2400.7251596296296,2400.7251596296296
2025-05-24,35799.53254653498,18274.278431926174,8.550493646453106e-12,3.860559028012744e-11,22876.416101484698,2400.7251596296296,8550.0,8550.0
2025-05-25,61105.97387321782,36938.14892181633,50.35822633334379,234.97148407136137,9307.329540502771,8550.0,8550.0,8550.0
2025-05-26,58825.445578083956,35844.85949575209,209.1201506700183,1458.822171073974,885.4775276473808,8550.0,8550.0,8550.0
2025-05-27,66458.51219618766,40127.73598312628,1.1631806628997765e-11,4.23806834071172e-11,13771.779475955573,8550.0,8550.0,8550.0
2025-05-28,66357.81275034815,39963.8255756032,1.6425527604724266e-11,5.6796896852340234e-11,10522.71198582986,8550.0,8550.0,8550.0
2025-05-29,58557.861377657624,36265.1184469062,61.8782410433444,367.67777232015806,6281.374753110449,8550.0,3627.03572125926,3627.03572125926
2025-05-30,28878.488659818107,15345.315054298142,8.375522497772181e-12,3.43851356277014e-11,20432.29703551397,3627.03572125926,3092.98674037037,3092.98674037037
2025-05-31,35724.55900427325,18318.93043304239,7.214451258619192e-12,2.804544196877146e-11,18812.929200412436,3092.98674037037,8550.0,8550.0
2025-06-01,64499.40278943951,39346.89293026291,9805.90692196729,57273.21413901304,56.19065406668028,8550.0,8550.0,8550.0
