日期,计划购电量/kWh,计划购电费/元,紧急购电量/kWh,紧急购电费/元,弃电量/kWh,日初储电量/kWh,日末储电量/kWh,日末规划目标/kWh
2025-03-03,81572.4235259251,50495.953816389796,1.558625450925888e-11,5.809358394337494e-11,5243.965544641689,8550.0,8550.0,8550.0
2025-03-04,82973.22853159095,51562.242070847264,1.2405187987951649e-11,4.1951070617329833e-11,9976.286933720257,8550.0,8550.0,8550.0
2025-03-05,81064.62218961399,50166.399891056666,1.1687539824833948e-11,4.8883983527758804e-11,11323.275165757661,8550.0,8550.0,8550.0
2025-03-06,75458.12669397179,46826.688893552666,1.6501910948818477e-11,6.55740803878757e-11,7780.959707799176,8550.0,6645.478366814815,6645.478366814815
2025-03-07,32270.409231178608,16736.469670783743,1.1830536550405668e-11,4.327801583769996e-11,9708.191961690205,6645.478366814815,5376.704709111112,5376.704709111112
2025-03-08,35897.75356807654,18345.220296835192,8.327560863108374e-12,3.0844784504324707e-11,10259.370150252877,5376.704709111112,8550.0,8550.0
2025-03-09,73554.43149973582,45061.0545903545,1.2674750138330637e-11,4.508823203686063e-11,6151.411457356967,8550.0,8550.0,8550.0
2025-03-10,71578.86239544774,43722.253985798336,1042.3777483346846,7199.231674801548,589.7049914784363,8550.0,8550.0,8550.0
2025-03-11,76786.73798704527,46900.82973384993,1.770028568159887e-11,7.087746267675499e-11,9115.150658417182,8550.0,8550.0,8550.0
2025-03-12,76383.28535523044,46524.619330215166,1.1798562127296464e-11,4.3252617487610225e-11,10212.510686366102,8550.0,8550.0,8550.0
2025-03-13,69093.44827986996,42805.13474185011,385.12620003734696,2679.3132017360153,1097.355249399577,8550.0,5563.517147851853,5563.517147851853
2025-03-14,31956.735156374485,16532.858529495363,1.6308066008718924e-11,6.104086580638324e-11,13878.244449913887,5563.517147851853,4706.034812222222,4706.034812222222
2025-03-15,35203.39769023046,17872.920933286492,305.6020942415727,846.2853879423856,7293.645751666679,4706.034812222222,8550.0,8550.0
2025-03-16,69819.74667102058,42526.27900646017,1.6400000000170483,7.461180000059709,2372.2430506260243,8550.0,8550.0,8550.0
2025-03-17,71648.53528974898,43504.75800929863,1.5704770817137614e-11,5.6639845258388274e-11,10108.915291510224,8550.0,8550.0,8550.0
2025-03-18,67447.16225685598,40659.26194249044,715.8084074533515,3550.95196779999,2848.0552834590785,8550.0,8550.0,8550.0
2025-03-19,66762.92044513169,40387.824316960025,103.26127393668664,491.5984947262316,3187.8323217267766,8550.0,8550.0,8550.0
