日期,w1_L(d-7),w2_L(d-14),w3_典型日,u1_P(d-1),u2_P(d-2),u3_典型日,计划购电量/kWh,计划购电费/元,紧急购电量/kWh,紧急购电费/元,平衡残差/kWh,储电量最小/kWh,储电量最大/kWh
2025-04-01,0.4,0.6,0.0,0.4,0.0,0.6,64381.224513045265,38332.85371614888,325.17537153335354,2087.4209784802683,2.2737367544323206e-13,1200.0,10800.0
2025-04-02,0.6,0.4,0.0,0.4,0.0,0.6,65240.006982263374,38695.19072237816,1906.8365734889044,9925.175753770165,2.2737367544323206e-13,1200.0,10800.0
2025-04-03,1.0,0.0,0.0,0.4,0.0,0.6,65732.71278427984,39123.6587842857,223.31304000001043,1557.8317670400318,3.410605131648481e-13,1200.0,10800.0
2025-04-04,0.8,0.2,0.0,0.4,0.0,0.6,28575.65922,14337.312598890003,1.2051082354247455e-11,4.334565539831914e-11,1.1368683772161603e-13,1205.5590775185176,10800.0
2025-04-05,0.8,0.2,0.0,0.4,0.0,0.6,28599.699596666673,14322.436558005338,343.0132140613254,1333.7450802573696,1.1368683772161603e-13,1200.0,10800.0
2025-04-06,1.0,0.0,0.0,0.4,0.0,0.6,64596.15423679013,38407.590101659145,226.8280977666816,1336.5007222881425,2.2737367544323206e-13,1200.0,10800.0
2025-04-07,0.8,0.2,0.0,0.2,0.2,0.6,63288.02196325103,37604.588458359016,258.1459238831369,895.5174668080265,4.547473508864641e-13,1200.0,10800.0
2025-04-08,0.8,0.2,0.0,0.2,0.2,0.6,63500.94036000001,37796.00171519334,366.5565236707982,1567.5611431818552,2.2737367544323206e-13,1200.0,10800.0
2025-04-09,0.2,0.8,0.0,0.4,0.4,0.2,59815.93425399177,35702.25983517855,2936.62575300001,19372.445257769512,3.268496584496461e-13,1200.0,10734.319129
2025-04-10,0.4,0.6,0.0,0.0,0.4,0.6,63383.34995761317,37860.26281678569,150.97110580001296,980.8496387185644,2.2737367544323206e-13,1200.0,10800.0
2025-04-11,0.6,0.4,0.0,0.0,0.4,0.6,28118.25463,14014.680538716333,235.0366852794362,565.1383790667049,1.1368683772161603e-13,1200.0,10800.0
