日期,紧急购电量/kWh
2025-07-16,123.33133633334329
2025-07-17,29.534552666679865
2025-07-18,6.9748651299050834e-12
2025-07-19,8.661515948915621e-12
2025-07-20,11.909984000011889
2025-07-21,11.915885666678548
2025-07-22,83.04926233334446
2025-07-23,38.40672366667437
2025-07-24,19.59286666667972
2025-07-25,8.201439527510956e-12
2025-07-26,7.331024676204834e-12
2025-07-27,15.60030000001308
2025-07-28,9.526617000015756
2025-07-29,74.01063220001167
2025-07-30,1.085309619952568e-11
2025-07-31,0.520613333350116
2025-08-01,6.205702618444775e-12
2025-08-02,3.95689462600789
2025-08-03,139.59361720001456
2025-08-04,32.47614026667998
2025-08-05,0.09546953334253017
2025-08-06,6.818101638828011e-12
2025-08-07,24.966229133344516
2025-08-08,9.404033107784926e-12
2025-08-09,47.88124984867292
2025-08-10,1.2644552072060833e-11
2025-08-11,205.39479200400905
2025-08-12,40.84604460002032
2025-08-13,60.83953893334276
2025-08-14,36.86957306667397
2025-08-15,7.51487760908276e-12
2025-08-16,27.56956591000794
2025-08-17,20.481066666679133
2025-08-18,188.1865716000134
2025-08-19,157.96005580001562
2025-08-20,163.51607995557035
2025-08-21,4.364680000011695
2025-08-22,44.12287927467468
2025-08-23,5.012434911577657e-12
2025-08-24,1.7364554238952223e-11
2025-08-25,2.2962964862927038e-11
2025-08-26,5.700793466679933
2025-08-27,14.042593333344758
2025-08-28,78.80900753334612
2025-08-29,9.050538096744276e-12
2025-08-30,1.1934453425510583e-11
2025-08-31,61.17780440001453
2025-09-01,1.687538997430238e-11
2025-09-02,1.3985257396598172e-11
2025-09-03,1.425348727934761e-11
2025-09-04,1.717026520964282e-11
2025-09-05,1.2818190953112207e-11
2025-09-06,1.5589307622576598e-11
2025-09-07,1.148592332356202e-11
2025-09-08,2.309419322443773e-11
2025-09-09,1.5307310974321808e-11
2025-09-10,1.3458734127169691e-11
2025-09-11,1.3715251157009334e-11
2025-09-12,9.167777648144693e-12
2025-09-13,1.22362120436037e-11
2025-09-14,3.5550000000151494
2025-09-15,1.1717666666832063
2025-09-16,13.09275000001382
2025-09-17,1.3904322138102998e-11
2025-09-18,1.6046719508722163e-11
2025-09-19,9.57101065068855e-12
2025-09-20,58.13789031200859
2025-09-21,8.445000000012973
2025-09-22,2.3346213851027642e-11
2025-09-23,7.458333333346987
2025-09-24,1.783795333665239e-11
2025-09-25,31.886366666681525
2025-09-26,1.2760278944590198e-11
2025-09-27,75.40924017667719
2025-09-28,5.8683333333513215
2025-09-29,26.015016666681696
2025-09-30,165.7612323273469
2025-10-01,1.6622259124687844e-11
2025-10-02,1.4142464976885094e-11
2025-10-03,9.539036227579345e-12
2025-10-04,9.677592061052565e-12
2025-10-05,1.7505108473869768e-11
2025-10-06,1.8081980357465e-11
2025-10-07,1.7602808100036782e-11
2025-10-08,1.8677059898664083e-11
2025-10-09,1.6651013901025635e-11
2025-10-10,1.2597922705026576e-11
2025-10-11,1.3756329408920465e-11
2025-10-12,20.92993333335656
2025-10-13,2.220579276013268e-11
2025-10-14,326.374714488633
2025-10-15,1.5453499591089326e-11
2025-10-16,1.6191936680343133e-11
2025-10-17,16.342437842010746
2025-10-18,1.3557155398302712e-11
2025-10-19,1.3518075547835906e-11
2025-10-20,2.279176847252984e-11
2025-10-21,1.6629364552045445e-11
2025-10-22,2.18861595513431e-11
2025-10-23,1.4998280395417396e-11
2025-10-24,44.635960000010016
2025-10-25,13.40422233334763
2025-10-26,1.9078294499763615e-11
2025-10-27,19.744933333350282
2025-10-28,1.676153660312707e-11
2025-10-29,1.5410339671007023e-11
2025-10-30,3.3346304666868027
2025-10-31,1.5344614467949214e-11
