星期,时刻_h,小区负载,光伏出力,实时电价
周日,7.417,4949.8971,2407.4885,0.805
周日,7.583,4789.0338,2692.5803,0.7258
周日,7.75,5531.755,3000.3666,0.9177
周日,7.917,6746.7171,3319.8151,1.2535
周日,8.083,6880.7205,3606.4186,1.2672
周日,8.25,6701.3423,3904.9148,1.191
周日,8.417,6735.4812,4228.6399,1.1795
周日,8.583,6737.0787,4543.5977,1.1526
周日,8.75,6723.9298,4843.4377,1.1282
周日,8.917,6720.0367,5121.225,1.1141
周日,9.083,6695.7148,5368.5893,1.0896
周日,9.25,6680.5404,5603.0837,1.068
周日,9.417,6675.9642,5832.7904,1.0453
周日,9.583,6655.2707,6047.5419,1.0107
周日,9.75,6651.8437,6229.9195,1.026
周日,9.917,6668.3444,6396.8567,1.0748
周日,10.083,6667.0088,6586.092,1.0697
周日,10.25,6634.6862,6775.372,1.0269
周日,10.417,6596.756,6943.9781,1.014
周日,10.583,6596.6304,7087.4745,1.0501
周日,10.75,6621.7993,7199.0842,0.8788
周日,10.917,6632.2617,7276.7084,0.589
周日,11.083,6596.13,7328.5483,0.5474
周日,11.25,6565.191,7381.3151,0.5804
周日,11.417,6579.9777,7446.0685,0.5653
周日,11.583,6605.1793,7510.183,0.5541
周日,11.75,6445.5723,7548.6238,0.5367
周日,11.917,6189.1625,7566.5279,0.5123
周日,12.083,6138.9922,7581.7847,0.5049
周日,12.25,6171.194,7534.8721,0.5264
周日,12.417,6150.595,7432.6161,0.5279
周日,12.583,6099.265,7351.047,0.4788
周日,12.75,6255.013,7297.5565,0.6351
周日,12.917,6513.7371,7234.1668,0.9131
周日,13.083,6516.4682,7118.2104,0.9517
周日,13.25,6454.7925,6995.276,0.9212
周日,13.417,6457.3733,6886.9385,0.9343
周日,13.583,6460.4973,6766.2728,0.9362
周日,13.75,6451.3005,6599.5675,0.977
周日,13.917,6448.9981,6390.6303,1.0511
周日,14.083,6472.9017,6179.8137,1.0862
周日,14.25,6476.607,5996.7478,1.0796
周日,14.417,6450.8325,5820.7132,1.093
周日,14.583,6434.1864,5599.0997,1.1565
周日,14.75,6440.3537,5340.7825,1.0098
周日,14.917,6441.624,5072.3257,0.7429
周日,15.083,6405.5674,4812.3708,0.7299
周日,15.25,6413.6402,4541.5023,0.7935
周日,15.417,6450.3075,4249.5945,0.807
周日,15.583,6422.9049,3947.851,0.8249
周日,15.75,6427.7287,3656.3713,0.8525
周日,15.917,6475.6581,3371.6272,0.8782
周日,16.083,6472.2407,3070.2065,0.8945
周日,16.25,6437.5812,2752.2079,0.9204
周日,16.417,6415.5162,2434.4495,0.9545
周日,16.583,6428.8232,2134.0086,0.9757
周日,16.75,6443.2452,1828.6872,0.9954
周日,16.917,6448.5969,1530.1702,1.0184
周日,17.083,6458.9059,1280.5058,1.039
周日,17.25,6439.451,1058.9912,1.0687
周日,17.417,6512.22,853.1546,1.0897
周日,17.583,6685.1324,675.2845,1.0829
周日,17.75,5910.7387,522.2135,1.1532
周日,17.917,4654.2846,391.3572,1.272
周日,18.083,4537.3985,283.9853,1.2981
周日,18.25,4734.0752,191.5844,1.2946
周日,18.417,4706.5894,112.9644,1.3011
周日,18.583,4741.7103,56.1082,1.2994
周日,18.75,4752.5206,19.4262,1.3392
周日,18.917,4713.7363,0.3231,1.3985
周日,19.083,4725.7913,0.2417,1.398
周日,19.25,4734.7906,0.6159,1.3865
周日,19.417,4724.8713,0.0,1.3905
周日,19.583,4739.3321,0.0173,1.3894
周日,19.75,4746.1347,0.0442,1.3923
周日,19.917,4733.0258,0.0,1.3987
周日,20.083,4723.4062,0.0012,1.394
周日,20.25,4725.2502,0.0031,1.3791
周日,20.417,4739.544,0.0,1.3914
周日,20.583,4761.8185,0.0001,1.4349
周日,20.75,4776.8416,0.0002,1.269
周日,20.917,4772.8473,0.0,0.9904
周日,21.083,4749.5083,0.0,0.9557
周日,21.25,4730.0278,0.0,0.98
周日,21.417,4795.3079,0.0,0.9836
周日,21.583,4910.8793,0.0,1.0315
周日,21.75,4422.2934,0.0,0.8104
周日,21.917,3635.1871,0.0,0.4449
周日,22.083,3573.3291,0.0,0.411
周日,22.25,3696.4848,0.0,0.4634
周日,22.417,3654.3163,0.0,0.4448
周日,22.583,3638.2009,0.0,0.4455
周日,22.75,3636.251,0.0,0.4493
周日,22.917,3636.1965,0.0,0.4434
周日,23.083,3666.3188,0.0,0.4438
周日,23.25,3691.1447,0.0,0.4499
周日,23.417,3700.6185,0.0,0.4555
周日,23.583,3717.3875,0.0,0.456
周日,23.75,3727.8654,0.0,0.4567
周日,23.917,3728.9646,0.0,0.4573
