日期,紧急购电量/kWh
2025-10-03,9.867662242868391e-12
2025-10-04,8.902212300654355e-12
2025-10-05,1.6010304193514457e-11
2025-10-06,1.1857625992206522e-11
2025-10-07,1.362021606610142e-11
2025-10-08,1.567235230481856e-11
2025-10-09,10.847618506018225
2025-10-10,1.0169642905566434e-11
2025-10-11,1.1539214028744027e-11
2025-10-12,20.929933333356825
2025-10-13,1.9308554755070872e-11
2025-10-14,291.6523189120132
2025-10-15,1.6008971925884907e-11
2025-10-16,1.566791141272006e-11
2025-10-17,9.821430708676672
2025-10-18,1.3602896586917268e-11
2025-10-19,1.2324363751758938e-11
2025-10-20,83.25126327584712
2025-10-21,1.6855850049068977e-11
2025-10-22,1.9573342946443972e-11
2025-10-23,1.3968881606984951e-11
2025-10-24,44.6359600000111
2025-10-25,13.40422233334641
2025-10-26,2.0327739491676766e-11
2025-10-27,19.744933333349774
2025-10-28,1.5250745111217157e-11
2025-10-29,1.942446203884174e-11
2025-10-30,3.6418333333545023
2025-10-31,1.3919088104330513e-11
2025-11-01,1.3507417406799505e-11
2025-11-02,7.576859106681532
2025-11-03,2.0834778347023075e-11
2025-11-04,73.77653700001346
2025-11-05,1.6965984173111792e-11
2025-11-06,237.31891021289943
2025-11-07,1.488548173611548e-11
2025-11-08,1.2241319069516976e-11
2025-11-09,34.02653361001831
2025-11-10,1.621830447717798e-11
2025-11-11,2.051666666679763
2025-11-12,11.773333333352777
2025-11-13,2.369748841601904e-11
2025-11-14,1.9941825968317062e-11
2025-11-15,21.17504006668235
2025-11-16,2.740733333349361
2025-11-17,1.2757794820572599e-11
2025-11-18,1.8209878049901818e-11
2025-11-19,1.3850000000161837
2025-11-20,1.5692780408471663e-11
2025-11-21,1.1434853064429262e-11
2025-11-22,1.3383072428041487e-11
2025-11-23,1.3199441539768486e-11
2025-11-24,18.839666666681822
2025-11-25,1.3316459046563978e-11
2025-11-26,32.99316666668345
2025-11-27,2.1794122062601673e-11
2025-11-28,85.71286486668211
2025-11-29,1.7205736835279595e-11
2025-11-30,6.062833333351756
2025-12-01,2047.579042022461
2025-12-02,2398.603948712682
2025-12-03,952.5471080917439
2025-12-04,2261.776843800909
2025-12-05,1405.74597226668
2025-12-06,1.4803269721141987e-11
2025-12-07,1996.3539001051781
2025-12-08,1629.686429791738
2025-12-09,95.69402278891248
2025-12-10,1.518118963872439e-11
2025-12-11,1.106892355551281e-11
2025-12-12,1.2262191262379929e-11
2025-12-13,1.7335466395707044e-11
2025-12-14,1.3668843834580002e-11
2025-12-15,1.6841819605595276e-11
2025-12-16,1.4573675599649505e-11
2025-12-17,1.8562928971732617e-11
2025-12-18,1.827976658930197e-11
2025-12-19,1.941842520114534e-11
2025-12-20,1.390532133882516e-11
2025-12-21,12.790904305570557
2025-12-22,42.44695315001669
2025-12-23,1.8571755244778387e-11
2025-12-24,10.777746726964121
2025-12-25,1.7719825606832273e-11
2025-12-26,1.2915002400859521e-11
2025-12-27,1.624789192078424e-11
2025-12-28,1.860633869199546e-11
2025-12-29,1.4880263687899742e-11
2025-12-30,1.5621060001080878e-11
2025-12-31,1.34754429836903e-11
