日期,H紧急量/kWh,G紧急量/kWh
2025-05-22,55.59715397667895,56.123228256676306
2025-05-23,8.257394767952064e-12,145.3608016266731
2025-05-24,8.895106873296754e-12,74.15767557667628
2025-05-25,50.35822633334394,35.01678567667855
2025-05-26,1.8385737377002442e-11,367.2171236480085
2025-05-27,1.0221379298513966e-11,9.703571279828793e-12
2025-05-28,1.4571011064390404e-11,1.3507861496009355e-11
2025-05-29,69.41990771000906,17.81743333334516
2025-05-30,9.118039656641486e-12,8.204992241189757e-12
2025-05-31,8.241185511792537e-12,5.680567127797076e-12
2025-06-01,8906.447533424007,10319.260007734003
2025-06-02,2627.2558823873487,3914.601812650677
2025-06-03,1436.071405466678,1778.5146166000081
2025-06-04,1440.4085573333505,2470.91936080535
2025-06-05,3465.1500483300138,4316.46319399051
2025-06-06,3293.3320187580143,5204.318274026677
2025-06-07,1598.3619316026777,2782.8487824100102
2025-06-08,748.1457791986812,770.7960560740108
2025-06-09,288.0385023333492,289.4491563073455
2025-06-10,124.93096693334277,148.18173097334108
2025-06-11,2704.439582962673,2772.6310945360033
2025-06-12,1.5445755785492565e-11,1.4447887330959475e-11
2025-06-13,1.0691891816350108e-11,9.995781979910134e-12
2025-06-14,9.03044305999856e-12,9.573786208250112e-12
2025-06-15,43.31665366668351,46.05086233334882
2025-06-16,16.331713333349164,16.33171333334748
2025-06-17,1108.2728791366856,1279.654014636685
2025-06-18,34.005048000010355,61.36723333334518
2025-06-19,112.5778520000119,112.5778520000103
2025-06-20,6.770251026466667e-12,7.327138895618646e-12
2025-06-21,8.892664382642579e-12,8.348696733939676e-12
2025-06-22,75.24285200001808,65.01943766668283
2025-06-23,23.729429000014438,23.729429000012708
2025-06-24,3401.416424661649,3439.266388146681
2025-06-25,14.145278666684291,14.145278666682252
2025-06-26,56.111167666675314,56.9537530000099
2025-06-27,8.570033571686508e-12,6.955325204671681e-12
2025-06-28,8.00914889964588e-12,7.115641409427553e-12
2025-06-29,13.671151666680109,13.67115166668247
2025-06-30,29.339316666679352,95.30970000001183
2025-07-01,4009.945277833908,3557.6734066625754
2025-07-02,3315.463161296672,2493.1199576300055
2025-07-03,5444.913006183345,5645.521846281866
2025-07-04,5587.179366766672,5055.420517927339
